contest,href,index,problem_name,score
weekly-225,/contest/weekly-contest-225/problems/building-boxes,3,Building Boxes,6
weekly-226,/contest/weekly-contest-226/problems/maximum-number-of-balls-in-a-box,0,Maximum Number of Balls in a Box,3
weekly-226,/contest/weekly-contest-226/problems/restore-the-array-from-adjacent-pairs,1,Restore the Array From Adjacent Pairs,4
weekly-226,/contest/weekly-contest-226/problems/can-you-eat-your-favorite-candy-on-your-favorite-day,2,Can You Eat Your Favorite Candy on Your Favorite Day?,5
weekly-226,/contest/weekly-contest-226/problems/palindrome-partitioning-iv,3,Palindrome Partitioning IV,6
weekly-227,/contest/weekly-contest-227/problems/check-if-array-is-sorted-and-rotated,0,Check if Array Is Sorted and Rotated,3
weekly-227,/contest/weekly-contest-227/problems/maximum-score-from-removing-stones,1,Maximum Score From Removing Stones,4
weekly-227,/contest/weekly-contest-227/problems/largest-merge-of-two-strings,2,Largest Merge Of Two Strings,5
weekly-227,/contest/weekly-contest-227/problems/closest-subsequence-sum,3,Closest Subsequence Sum,6
weekly-228,/contest/weekly-contest-228/problems/minimum-changes-to-make-alternating-binary-string,0,Minimum Changes To Make Alternating Binary String,3
weekly-228,/contest/weekly-contest-228/problems/count-number-of-homogenous-substrings,1,Count Number of Homogenous Substrings,4
weekly-228,/contest/weekly-contest-228/problems/minimum-limit-of-balls-in-a-bag,2,Minimum Limit of Balls in a Bag,5
weekly-228,/contest/weekly-contest-228/problems/minimum-degree-of-a-connected-trio-in-a-graph,3,Minimum Degree of a Connected Trio in a Graph,5
weekly-229,/contest/weekly-contest-229/problems/merge-strings-alternately,0,Merge Strings Alternately,3
weekly-229,/contest/weekly-contest-229/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,1,Minimum Number of Operations to Move All Balls to Each Box,4
weekly-229,/contest/weekly-contest-229/problems/maximum-score-from-performing-multiplication-operations,2,Maximum Score from Performing Multiplication Operations,5
weekly-229,/contest/weekly-contest-229/problems/maximize-palindrome-length-from-subsequences,3,Maximize Palindrome Length From Subsequences,6
weekly-230,/contest/weekly-contest-230/problems/count-items-matching-a-rule,0,Count Items Matching a Rule,3
weekly-230,/contest/weekly-contest-230/problems/closest-dessert-cost,1,Closest Dessert Cost,4
weekly-230,/contest/weekly-contest-230/problems/equal-sum-arrays-with-minimum-number-of-operations,2,Equal Sum Arrays With Minimum Number of Operations,5
weekly-230,/contest/weekly-contest-230/problems/car-fleet-ii,3,Car Fleet II,7
weekly-231,/contest/weekly-contest-231/problems/check-if-binary-string-has-at-most-one-segment-of-ones,0,Check if Binary String Has at Most One Segment of Ones,3
weekly-231,/contest/weekly-contest-231/problems/minimum-elements-to-add-to-form-a-given-sum,1,Minimum Elements to Add to Form a Given Sum,4
weekly-231,/contest/weekly-contest-231/problems/number-of-restricted-paths-from-first-to-last-node,2,Number of Restricted Paths From First to Last Node,6
weekly-231,/contest/weekly-contest-231/problems/make-the-xor-of-all-segments-equal-to-zero,3,Make the XOR of All Segments Equal to Zero,7
weekly-232,/contest/weekly-contest-232/problems/check-if-one-string-swap-can-make-strings-equal,0,Check if One String Swap Can Make Strings Equal,3
weekly-232,/contest/weekly-contest-232/problems/find-center-of-star-graph,1,Find Center of Star Graph,3
weekly-232,/contest/weekly-contest-232/problems/maximum-average-pass-ratio,2,Maximum Average Pass Ratio,5
weekly-232,/contest/weekly-contest-232/problems/maximum-score-of-a-good-subarray,3,Maximum Score of a Good Subarray,6
weekly-233,/contest/weekly-contest-233/problems/maximum-ascending-subarray-sum,0,Maximum Ascending Subarray Sum,3
weekly-233,/contest/weekly-contest-233/problems/number-of-orders-in-the-backlog,1,Number of Orders in the Backlog,5
weekly-233,/contest/weekly-contest-233/problems/maximum-value-at-a-given-index-in-a-bounded-array,2,Maximum Value at a Given Index in a Bounded Array,5
weekly-233,/contest/weekly-contest-233/problems/count-pairs-with-xor-in-a-range,3,Count Pairs With XOR in a Range,7
weekly-234,/contest/weekly-contest-234/problems/number-of-different-integers-in-a-string,0,Number of Different Integers in a String,3
weekly-234,/contest/weekly-contest-234/problems/minimum-number-of-operations-to-reinitialize-a-permutation,1,Minimum Number of Operations to Reinitialize a Permutation,5
weekly-234,/contest/weekly-contest-234/problems/evaluate-the-bracket-pairs-of-a-string,2,Evaluate the Bracket Pairs of a String,5
weekly-234,/contest/weekly-contest-234/problems/maximize-number-of-nice-divisors,3,Maximize Number of Nice Divisors,6
weekly-235,/contest/weekly-contest-235/problems/truncate-sentence,0,Truncate Sentence,3
weekly-235,/contest/weekly-contest-235/problems/finding-the-users-active-minutes,1,Finding the Users Active Minutes,4
weekly-235,/contest/weekly-contest-235/problems/minimum-absolute-sum-difference,2,Minimum Absolute Sum Difference,5
weekly-235,/contest/weekly-contest-235/problems/number-of-different-subsequences-gcds,3,Number of Different Subsequences GCDs,6
weekly-236,/contest/weekly-contest-236/problems/sign-of-the-product-of-an-array,0,Sign of the Product of an Array,3
weekly-236,/contest/weekly-contest-236/problems/find-the-winner-of-the-circular-game,1,Find the Winner of the Circular Game,4
weekly-236,/contest/weekly-contest-236/problems/minimum-sideway-jumps,2,Minimum Sideway Jumps,5
weekly-236,/contest/weekly-contest-236/problems/finding-mk-average,3,Finding MK Average,6
weekly-237,/contest/weekly-contest-237/problems/check-if-the-sentence-is-pangram,0,Check if the Sentence Is Pangram,3
weekly-237,/contest/weekly-contest-237/problems/maximum-ice-cream-bars,1,Maximum Ice Cream Bars,4
weekly-237,/contest/weekly-contest-237/problems/single-threaded-cpu,2,Single-Threaded CPU,5
weekly-237,/contest/weekly-contest-237/problems/find-xor-sum-of-all-pairs-bitwise-and,3,Find XOR Sum of All Pairs Bitwise AND,6
weekly-238,/contest/weekly-contest-238/problems/sum-of-digits-in-base-k,0,Sum of Digits in Base K,3
weekly-238,/contest/weekly-contest-238/problems/frequency-of-the-most-frequent-element,1,Frequency of the Most Frequent Element,4
weekly-238,/contest/weekly-contest-238/problems/longest-substring-of-all-vowels-in-order,2,Longest Substring Of All Vowels in Order,5
weekly-238,/contest/weekly-contest-238/problems/maximum-building-height,3,Maximum Building Height,6
weekly-239,/contest/weekly-contest-239/problems/minimum-distance-to-the-target-element,0,Minimum Distance to the Target Element,3
weekly-239,/contest/weekly-contest-239/problems/splitting-a-string-into-descending-consecutive-values,1,Splitting a String Into Descending Consecutive Values,4
weekly-239,/contest/weekly-contest-239/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number,2,Minimum Adjacent Swaps to Reach the Kth Smallest Number,5
weekly-239,/contest/weekly-contest-239/problems/minimum-interval-to-include-each-query,3,Minimum Interval to Include Each Query,6
weekly-240,/contest/weekly-contest-240/problems/maximum-population-year,0,Maximum Population Year,3
weekly-240,/contest/weekly-contest-240/problems/maximum-distance-between-a-pair-of-values,1,Maximum Distance Between a Pair of Values,4
weekly-240,/contest/weekly-contest-240/problems/maximum-subarray-min-product,2,Maximum Subarray Min-Product,5
weekly-240,/contest/weekly-contest-240/problems/largest-color-value-in-a-directed-graph,3,Largest Color Value in a Directed Graph,6
weekly-241,/contest/weekly-contest-241/problems/sum-of-all-subset-xor-totals,0,Sum of All Subset XOR Totals,3
weekly-241,/contest/weekly-contest-241/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating,1,Minimum Number of Swaps to Make the Binary String Alternating,4
weekly-241,/contest/weekly-contest-241/problems/finding-pairs-with-a-certain-sum,2,Finding Pairs With a Certain Sum,5
weekly-241,/contest/weekly-contest-241/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible,3,Number of Ways to Rearrange Sticks With K Sticks Visible,6
weekly-242,/contest/weekly-contest-242/problems/longer-contiguous-segments-of-ones-than-zeros,0,Longer Contiguous Segments of Ones than Zeros,3
weekly-242,/contest/weekly-contest-242/problems/minimum-speed-to-arrive-on-time,1,Minimum Speed to Arrive on Time,4
weekly-242,/contest/weekly-contest-242/problems/jump-game-vii,2,Jump Game VII,5
weekly-242,/contest/weekly-contest-242/problems/stone-game-viii,3,Stone Game VIII,6
weekly-243,/contest/weekly-contest-243/problems/check-if-word-equals-summation-of-two-words,0,Check if Word Equals Summation of Two Words,3
weekly-243,/contest/weekly-contest-243/problems/maximum-value-after-insertion,1,Maximum Value after Insertion,4
weekly-243,/contest/weekly-contest-243/problems/process-tasks-using-servers,2,Process Tasks Using Servers,5
weekly-243,/contest/weekly-contest-243/problems/minimum-skips-to-arrive-at-meeting-on-time,3,Minimum Skips to Arrive at Meeting On Time,6
weekly-244,/contest/weekly-contest-244/problems/determine-whether-matrix-can-be-obtained-by-rotation,0,Determine Whether Matrix Can Be Obtained By Rotation,3
weekly-244,/contest/weekly-contest-244/problems/reduction-operations-to-make-the-array-elements-equal,1,Reduction Operations to Make the Array Elements Equal,4
weekly-244,/contest/weekly-contest-244/problems/minimum-number-of-flips-to-make-the-binary-string-alternating,2,Minimum Number of Flips to Make the Binary String Alternating,5
weekly-244,/contest/weekly-contest-244/problems/minimum-space-wasted-from-packaging,3,Minimum Space Wasted From Packaging,6
weekly-245,/contest/weekly-contest-245/problems/redistribute-characters-to-make-all-strings-equal,0,Redistribute Characters to Make All Strings Equal,3
weekly-245,/contest/weekly-contest-245/problems/maximum-number-of-removable-characters,1,Maximum Number of Removable Characters,4
weekly-245,/contest/weekly-contest-245/problems/merge-triplets-to-form-target-triplet,2,Merge Triplets to Form Target Triplet,5
weekly-245,/contest/weekly-contest-245/problems/the-earliest-and-latest-rounds-where-players-compete,3,The Earliest and Latest Rounds Where Players Compete,6
weekly-246,/contest/weekly-contest-246/problems/largest-odd-number-in-string,0,Largest Odd Number in String,3
weekly-246,/contest/weekly-contest-246/problems/the-number-of-full-rounds-you-have-played,1,The Number of Full Rounds You Have Played,4
weekly-246,/contest/weekly-contest-246/problems/count-sub-islands,2,Count Sub Islands,5
weekly-246,/contest/weekly-contest-246/problems/minimum-absolute-difference-queries,3,Minimum Absolute Difference Queries,5
weekly-247,/contest/weekly-contest-247/problems/maximum-product-difference-between-two-pairs,0,Maximum Product Difference Between Two Pairs,3
weekly-247,/contest/weekly-contest-247/problems/cyclically-rotating-a-grid,1,Cyclically Rotating a Grid,4
weekly-247,/contest/weekly-contest-247/problems/number-of-wonderful-substrings,2,Number of Wonderful Substrings,5
weekly-247,/contest/weekly-contest-247/problems/count-ways-to-build-rooms-in-an-ant-colony,3,Count Ways to Build Rooms in an Ant Colony,6
weekly-248,/contest/weekly-contest-248/problems/build-array-from-permutation,0,Build Array from Permutation,3
weekly-248,/contest/weekly-contest-248/problems/eliminate-maximum-number-of-monsters,1,Eliminate Maximum Number of Monsters,4
weekly-248,/contest/weekly-contest-248/problems/count-good-numbers,2,Count Good Numbers,4
weekly-248,/contest/weekly-contest-248/problems/longest-common-subpath,3,Longest Common Subpath,6
weekly-249,/contest/weekly-contest-249/problems/concatenation-of-array,0,Concatenation of Array,3
weekly-249,/contest/weekly-contest-249/problems/unique-length-3-palindromic-subsequences,1,Unique Length-3 Palindromic Subsequences,4
weekly-249,/contest/weekly-contest-249/problems/painting-a-grid-with-three-different-colors,2,Painting a Grid With Three Different Colors,6
weekly-249,/contest/weekly-contest-249/problems/merge-bsts-to-create-single-bst,3,Merge BSTs to Create Single BST,6
weekly-250,/contest/weekly-contest-250/problems/maximum-number-of-words-you-can-type,0,Maximum Number of Words You Can Type,3
weekly-250,/contest/weekly-contest-250/problems/add-minimum-number-of-rungs,1,Add Minimum Number of Rungs,4
weekly-250,/contest/weekly-contest-250/problems/maximum-number-of-points-with-cost,2,Maximum Number of Points with Cost,5
weekly-250,/contest/weekly-contest-250/problems/maximum-genetic-difference-query,3,Maximum Genetic Difference Query,6
weekly-251,/contest/weekly-contest-251/problems/sum-of-digits-of-string-after-convert,0,Sum of Digits of String After Convert,3
weekly-251,/contest/weekly-contest-251/problems/largest-number-after-mutating-substring,1,Largest Number After Mutating Substring,4
weekly-251,/contest/weekly-contest-251/problems/maximum-compatibility-score-sum,2,Maximum Compatibility Score Sum,5
weekly-251,/contest/weekly-contest-251/problems/delete-duplicate-folders-in-system,3,Delete Duplicate Folders in System,6
weekly-252,/contest/weekly-contest-252/problems/three-divisors,0,Three Divisors,3
weekly-252,/contest/weekly-contest-252/problems/maximum-number-of-weeks-for-which-you-can-work,1,Maximum Number of Weeks for Which You Can Work,4
weekly-252,/contest/weekly-contest-252/problems/minimum-garden-perimeter-to-collect-enough-apples,2,Minimum Garden Perimeter to Collect Enough Apples,5
weekly-252,/contest/weekly-contest-252/problems/count-number-of-special-subsequences,3,Count Number of Special Subsequences,6
weekly-253,/contest/weekly-contest-253/problems/check-if-string-is-a-prefix-of-array,0,Check If String Is a Prefix of Array,3
weekly-253,/contest/weekly-contest-253/problems/remove-stones-to-minimize-the-total,1,Remove Stones to Minimize the Total,4
weekly-253,/contest/weekly-contest-253/problems/minimum-number-of-swaps-to-make-the-string-balanced,2,Minimum Number of Swaps to Make the String Balanced,5
weekly-253,/contest/weekly-contest-253/problems/find-the-longest-valid-obstacle-course-at-each-position,3,Find the Longest Valid Obstacle Course at Each Position,6
weekly-254,/contest/weekly-contest-254/problems/number-of-strings-that-appear-as-substrings-in-word,0,Number of Strings That Appear as Substrings in Word,3
weekly-254,/contest/weekly-contest-254/problems/array-with-elements-not-equal-to-average-of-neighbors,1,Array With Elements Not Equal to Average of Neighbors,4
weekly-254,/contest/weekly-contest-254/problems/minimum-non-zero-product-of-the-array-elements,2,Minimum Non-Zero Product of the Array Elements,5
weekly-254,/contest/weekly-contest-254/problems/last-day-where-you-can-still-cross,3,Last Day Where You Can Still Cross,6
weekly-255,/contest/weekly-contest-255/problems/find-greatest-common-divisor-of-array,0,Find Greatest Common Divisor of Array,3
weekly-255,/contest/weekly-contest-255/problems/find-unique-binary-string,1,Find Unique Binary String,4
weekly-255,/contest/weekly-contest-255/problems/minimize-the-difference-between-target-and-chosen-elements,2,Minimize the Difference Between Target and Chosen Elements,5
weekly-255,/contest/weekly-contest-255/problems/find-array-given-subset-sums,3,Find Array Given Subset Sums,6
weekly-256,/contest/weekly-contest-256/problems/minimum-difference-between-highest-and-lowest-of-k-scores,0,Minimum Difference Between Highest and Lowest of K Scores,3
weekly-256,/contest/weekly-contest-256/problems/find-the-kth-largest-integer-in-the-array,1,Find the Kth Largest Integer in the Array,4
weekly-256,/contest/weekly-contest-256/problems/minimum-number-of-work-sessions-to-finish-the-tasks,2,Minimum Number of Work Sessions to Finish the Tasks,6
weekly-256,/contest/weekly-contest-256/problems/number-of-unique-good-subsequences,3,Number of Unique Good Subsequences,7
weekly-257,/contest/weekly-contest-257/problems/count-special-quadruplets,0,Count Special Quadruplets,3
weekly-257,/contest/weekly-contest-257/problems/the-number-of-weak-characters-in-the-game,1,The Number of Weak Characters in the Game,4
weekly-257,/contest/weekly-contest-257/problems/first-day-where-you-have-been-in-all-the-rooms,2,First Day Where You Have Been in All the Rooms,5
weekly-257,/contest/weekly-contest-257/problems/gcd-sort-of-an-array,3,GCD Sort of an Array,6
weekly-258,/contest/weekly-contest-258/problems/reverse-prefix-of-word,0,Reverse Prefix of Word,3
weekly-258,/contest/weekly-contest-258/problems/number-of-pairs-of-interchangeable-rectangles,1,Number of Pairs of Interchangeable Rectangles,4
weekly-258,/contest/weekly-contest-258/problems/maximum-product-of-the-length-of-two-palindromic-subsequences,2,Maximum Product of the Length of Two Palindromic Subsequences,5
weekly-258,/contest/weekly-contest-258/problems/smallest-missing-genetic-value-in-each-subtree,3,Smallest Missing Genetic Value in Each Subtree,6
weekly-259,/contest/weekly-contest-259/problems/final-value-of-variable-after-performing-operations,0,Final Value of Variable After Performing Operations,3
weekly-259,/contest/weekly-contest-259/problems/sum-of-beauty-in-the-array,1,Sum of Beauty in the Array,4
weekly-259,/contest/weekly-contest-259/problems/detect-squares,2,Detect Squares,5
weekly-259,/contest/weekly-contest-259/problems/longest-subsequence-repeated-k-times,3,Longest Subsequence Repeated k Times,6
weekly-260,/contest/weekly-contest-260/problems/maximum-difference-between-increasing-elements,0,Maximum Difference Between Increasing Elements,3
weekly-260,/contest/weekly-contest-260/problems/grid-game,1,Grid Game,4
weekly-260,/contest/weekly-contest-260/problems/check-if-word-can-be-placed-in-crossword,2,Check if Word Can Be Placed In Crossword,5
weekly-260,/contest/weekly-contest-260/problems/the-score-of-students-solving-math-expression,3,The Score of Students Solving Math Expression,6
weekly-261,/contest/weekly-contest-261/problems/minimum-moves-to-convert-string,0,Minimum Moves to Convert String,3
weekly-261,/contest/weekly-contest-261/problems/find-missing-observations,1,Find Missing Observations,4
weekly-261,/contest/weekly-contest-261/problems/stone-game-ix,2,Stone Game IX,5
weekly-261,/contest/weekly-contest-261/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter,3,Smallest K-Length Subsequence With Occurrences of a Letter,6
weekly-262,/contest/weekly-contest-262/problems/two-out-of-three,0,Two Out of Three,3
weekly-262,/contest/weekly-contest-262/problems/minimum-operations-to-make-a-uni-value-grid,1,Minimum Operations to Make a Uni-Value Grid,4
weekly-262,/contest/weekly-contest-262/problems/stock-price-fluctuation,2,Stock Price Fluctuation ,5
weekly-262,/contest/weekly-contest-262/problems/partition-array-into-two-arrays-to-minimize-sum-difference,3,Partition Array Into Two Arrays to Minimize Sum Difference,6
weekly-263,/contest/weekly-contest-263/problems/check-if-numbers-are-ascending-in-a-sentence,0,Check if Numbers Are Ascending in a Sentence,3
weekly-263,/contest/weekly-contest-263/problems/simple-bank-system,1,Simple Bank System,4
weekly-263,/contest/weekly-contest-263/problems/count-number-of-maximum-bitwise-or-subsets,2,Count Number of Maximum Bitwise-OR Subsets,5
weekly-263,/contest/weekly-contest-263/problems/second-minimum-time-to-reach-destination,3,Second Minimum Time to Reach Destination,6
weekly-264,/contest/weekly-contest-264/problems/number-of-valid-words-in-a-sentence,0,Number of Valid Words in a Sentence,3
weekly-264,/contest/weekly-contest-264/problems/next-greater-numerically-balanced-number,1,Next Greater Numerically Balanced Number,4
weekly-264,/contest/weekly-contest-264/problems/count-nodes-with-the-highest-score,2,Count Nodes With the Highest Score,5
weekly-264,/contest/weekly-contest-264/problems/parallel-courses-iii,3,Parallel Courses III,6
weekly-265,/contest/weekly-contest-265/problems/smallest-index-with-equal-value,0,Smallest Index With Equal Value,3
weekly-265,/contest/weekly-contest-265/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points,1,Find the Minimum and Maximum Number of Nodes Between Critical Points,4
weekly-265,/contest/weekly-contest-265/problems/minimum-operations-to-convert-number,2,Minimum Operations to Convert Number,5
weekly-265,/contest/weekly-contest-265/problems/check-if-an-original-string-exists-given-two-encoded-strings,3,Check if an Original String Exists Given Two Encoded Strings,6
weekly-266,/contest/weekly-contest-266/problems/count-vowel-substrings-of-a-string,0,Count Vowel Substrings of a String,3
weekly-266,/contest/weekly-contest-266/problems/vowels-of-all-substrings,1,Vowels of All Substrings,4
weekly-266,/contest/weekly-contest-266/problems/minimized-maximum-of-products-distributed-to-any-store,2,Minimized Maximum of Products Distributed to Any Store,5
weekly-266,/contest/weekly-contest-266/problems/maximum-path-quality-of-a-graph,3,Maximum Path Quality of a Graph,6
weekly-267,/contest/weekly-contest-267/problems/time-needed-to-buy-tickets,0,Time Needed to Buy Tickets,3
weekly-267,/contest/weekly-contest-267/problems/reverse-nodes-in-even-length-groups,1,Reverse Nodes in Even Length Groups,4
weekly-267,/contest/weekly-contest-267/problems/decode-the-slanted-ciphertext,2,Decode the Slanted Ciphertext,5
weekly-267,/contest/weekly-contest-267/problems/process-restricted-friend-requests,3,Process Restricted Friend Requests,6
weekly-268,/contest/weekly-contest-268/problems/two-furthest-houses-with-different-colors,0,Two Furthest Houses With Different Colors,3
weekly-268,/contest/weekly-contest-268/problems/watering-plants,1,Watering Plants,4
weekly-268,/contest/weekly-contest-268/problems/range-frequency-queries,2,Range Frequency Queries,5
weekly-268,/contest/weekly-contest-268/problems/sum-of-k-mirror-numbers,3,Sum of k-Mirror Numbers,6
weekly-269,/contest/weekly-contest-269/problems/find-target-indices-after-sorting-array,0,Find Target Indices After Sorting Array,3
weekly-269,/contest/weekly-contest-269/problems/k-radius-subarray-averages,1,K Radius Subarray Averages,4
weekly-269,/contest/weekly-contest-269/problems/removing-minimum-and-maximum-from-array,2,Removing Minimum and Maximum From Array,5
weekly-269,/contest/weekly-contest-269/problems/find-all-people-with-secret,3,Find All People With Secret,6
weekly-270,/contest/weekly-contest-270/problems/finding-3-digit-even-numbers,0,Finding 3-Digit Even Numbers,3
weekly-270,/contest/weekly-contest-270/problems/delete-the-middle-node-of-a-linked-list,1,Delete the Middle Node of a Linked List,4
weekly-270,/contest/weekly-contest-270/problems/step-by-step-directions-from-a-binary-tree-node-to-another,2,Step-By-Step Directions From a Binary Tree Node to Another,5
weekly-270,/contest/weekly-contest-270/problems/valid-arrangement-of-pairs,3,Valid Arrangement of Pairs,6
weekly-271,/contest/weekly-contest-271/problems/rings-and-rods,0,Rings and Rods,3
weekly-271,/contest/weekly-contest-271/problems/sum-of-subarray-ranges,1,Sum of Subarray Ranges,4
weekly-271,/contest/weekly-contest-271/problems/watering-plants-ii,2,Watering Plants II,5
weekly-271,/contest/weekly-contest-271/problems/maximum-fruits-harvested-after-at-most-k-steps,3,Maximum Fruits Harvested After at Most K Steps,6
weekly-272,/contest/weekly-contest-272/problems/find-first-palindromic-string-in-the-array,0,Find First Palindromic String in the Array,3
weekly-272,/contest/weekly-contest-272/problems/adding-spaces-to-a-string,1,Adding Spaces to a String,4
weekly-272,/contest/weekly-contest-272/problems/number-of-smooth-descent-periods-of-a-stock,2,Number of Smooth Descent Periods of a Stock,5
weekly-272,/contest/weekly-contest-272/problems/minimum-operations-to-make-the-array-k-increasing,3,Minimum Operations to Make the Array K-Increasing,6
weekly-273,/contest/weekly-contest-273/problems/a-number-after-a-double-reversal,0,A Number After a Double Reversal,3
weekly-273,/contest/weekly-contest-273/problems/execution-of-all-suffix-instructions-staying-in-a-grid,1,Execution of All Suffix Instructions Staying in a Grid,4
weekly-273,/contest/weekly-contest-273/problems/intervals-between-identical-elements,2,Intervals Between Identical Elements,5
weekly-273,/contest/weekly-contest-273/problems/recover-the-original-array,3,Recover the Original Array,6
weekly-274,/contest/weekly-contest-274/problems/check-if-all-as-appears-before-all-bs,0,Check if All A's Appears Before All B's,3
weekly-274,/contest/weekly-contest-274/problems/number-of-laser-beams-in-a-bank,1,Number of Laser Beams in a Bank,4
weekly-274,/contest/weekly-contest-274/problems/destroying-asteroids,2,Destroying Asteroids,5
weekly-274,/contest/weekly-contest-274/problems/maximum-employees-to-be-invited-to-a-meeting,3,Maximum Employees to Be Invited to a Meeting,6
weekly-275,/contest/weekly-contest-275/problems/check-if-every-row-and-column-contains-all-numbers,0,Check if Every Row and Column Contains All Numbers,3
weekly-275,/contest/weekly-contest-275/problems/minimum-swaps-to-group-all-1s-together-ii,1,Minimum Swaps to Group All 1's Together II,4
weekly-275,/contest/weekly-contest-275/problems/count-words-obtained-after-adding-a-letter,2,Count Words Obtained After Adding a Letter,5
weekly-275,/contest/weekly-contest-275/problems/earliest-possible-day-of-full-bloom,3,Earliest Possible Day of Full Bloom,6
weekly-276,/contest/weekly-contest-276/problems/divide-a-string-into-groups-of-size-k,0,Divide a String Into Groups of Size k,3
weekly-276,/contest/weekly-contest-276/problems/minimum-moves-to-reach-target-score,1,Minimum Moves to Reach Target Score,4
weekly-276,/contest/weekly-contest-276/problems/solving-questions-with-brainpower,2,Solving Questions With Brainpower,5
weekly-276,/contest/weekly-contest-276/problems/maximum-running-time-of-n-computers,3,Maximum Running Time of N Computers,6
weekly-277,/contest/weekly-contest-277/problems/count-elements-with-strictly-smaller-and-greater-elements,0,Count Elements With Strictly Smaller and Greater Elements ,3
weekly-277,/contest/weekly-contest-277/problems/rearrange-array-elements-by-sign,1,Rearrange Array Elements by Sign,4
weekly-277,/contest/weekly-contest-277/problems/find-all-lonely-numbers-in-the-array,2,Find All Lonely Numbers in the Array,5
weekly-277,/contest/weekly-contest-277/problems/maximum-good-people-based-on-statements,3,Maximum Good People Based on Statements,6
weekly-278,/contest/weekly-contest-278/problems/keep-multiplying-found-values-by-two,0,Keep Multiplying Found Values by Two,3
weekly-278,/contest/weekly-contest-278/problems/all-divisions-with-the-highest-score-of-a-binary-array,1,All Divisions With the Highest Score of a Binary Array,4
weekly-278,/contest/weekly-contest-278/problems/find-substring-with-given-hash-value,2,Find Substring With Given Hash Value,5
weekly-278,/contest/weekly-contest-278/problems/groups-of-strings,3,Groups of Strings,6
weekly-279,/contest/weekly-contest-279/problems/sort-even-and-odd-indices-independently,0,Sort Even and Odd Indices Independently,3
weekly-279,/contest/weekly-contest-279/problems/smallest-value-of-the-rearranged-number,1,Smallest Value of the Rearranged Number,4
weekly-279,/contest/weekly-contest-279/problems/design-bitset,2,Design Bitset,5
weekly-279,/contest/weekly-contest-279/problems/minimum-time-to-remove-all-cars-containing-illegal-goods,3,Minimum Time to Remove All Cars Containing Illegal Goods,6
weekly-280,/contest/weekly-contest-280/problems/count-operations-to-obtain-zero,0,Count Operations to Obtain Zero,3
weekly-280,/contest/weekly-contest-280/problems/minimum-operations-to-make-the-array-alternating,1,Minimum Operations to Make the Array Alternating,4
weekly-280,/contest/weekly-contest-280/problems/removing-minimum-number-of-magic-beans,2,Removing Minimum Number of Magic Beans,5
weekly-280,/contest/weekly-contest-280/problems/maximum-and-sum-of-array,3,Maximum AND Sum of Array,6
weekly-281,/contest/weekly-contest-281/problems/count-integers-with-even-digit-sum,0,Count Integers With Even Digit Sum,3
weekly-281,/contest/weekly-contest-281/problems/merge-nodes-in-between-zeros,1,Merge Nodes in Between Zeros,4
weekly-281,/contest/weekly-contest-281/problems/construct-string-with-repeat-limit,2,Construct String With Repeat Limit,5
weekly-281,/contest/weekly-contest-281/problems/count-array-pairs-divisible-by-k,3,Count Array Pairs Divisible by K,6
weekly-282,/contest/weekly-contest-282/problems/counting-words-with-a-given-prefix,0,Counting Words With a Given Prefix,3
weekly-282,/contest/weekly-contest-282/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii,1,Minimum Number of Steps to Make Two Strings Anagram II,4
weekly-282,/contest/weekly-contest-282/problems/minimum-time-to-complete-trips,2,Minimum Time to Complete Trips,5
weekly-282,/contest/weekly-contest-282/problems/minimum-time-to-finish-the-race,3,Minimum Time to Finish the Race,6
weekly-283,/contest/weekly-contest-283/problems/cells-in-a-range-on-an-excel-sheet,0,Cells in a Range on an Excel Sheet,3
weekly-283,/contest/weekly-contest-283/problems/append-k-integers-with-minimal-sum,1,Append K Integers With Minimal Sum,4
weekly-283,/contest/weekly-contest-283/problems/create-binary-tree-from-descriptions,2,Create Binary Tree From Descriptions,4
weekly-283,/contest/weekly-contest-283/problems/replace-non-coprime-numbers-in-array,3,Replace Non-Coprime Numbers in Array,6
weekly-284,/contest/weekly-contest-284/problems/find-all-k-distant-indices-in-an-array,0,Find All K-Distant Indices in an Array,3
weekly-284,/contest/weekly-contest-284/problems/count-artifacts-that-can-be-extracted,1,Count Artifacts That Can Be Extracted,4
weekly-284,/contest/weekly-contest-284/problems/maximize-the-topmost-element-after-k-moves,2,Maximize the Topmost Element After K Moves,5
weekly-284,/contest/weekly-contest-284/problems/minimum-weighted-subgraph-with-the-required-paths,3,Minimum Weighted Subgraph With the Required Paths,6
weekly-285,/contest/weekly-contest-285/problems/count-hills-and-valleys-in-an-array,0,Count Hills and Valleys in an Array,3
weekly-285,/contest/weekly-contest-285/problems/count-collisions-on-a-road,1,Count Collisions on a Road,4
weekly-285,/contest/weekly-contest-285/problems/maximum-points-in-an-archery-competition,2,Maximum Points in an Archery Competition,5
weekly-285,/contest/weekly-contest-285/problems/longest-substring-of-one-repeating-character,3,Longest Substring of One Repeating Character,6
